-6.43261,0.70367,1.43002,1.27854,-2.56439,0.95060,2.08176,2.93795,-0.37389,-0.24312,1.35431,1.17257,0.39208,-0.35820,0.75420,0.27038,0.51470,-0.59643,-0.15579,-0.28312,-0.13553,-0.73604,0.12472,-0.42593,-0.49944,-0.50801,-0.71292,0.14960,-0.02980,0.59860,-0.51039,0.34161,-0.08968,0.81473,0.13537,0.18436,-0.31189,-0.56968,0.39455,-0.50401,0.27509,-0.18207,0.01746,-0.56276,-0.47823,0.27928,-0.30581,0.27920,0.25389,-0.59842,0.36779,0.10456,0.18014,0.07053,-0.08317,-0.39332,0.97012,0.04307,0.09427,-0.14398,0.34753,-0.70238,-0.20105,0.31767,0.02349,-0.51927
-1.07589,6.69733,-1.84280,5.08205,-0.73056,1.75545,-1.57595,2.10069,-1.07245,-2.06143,0.05028,-1.11276,1.51575,0.36395,-0.93131,1.00169,0.73347,0.64611,0.05862,2.21050,0.19675,-1.11811,0.75515,-0.22736,0.63979,0.71872,-0.41812,0.18243,-0.54250,0.50203,0.57716,-0.26883,0.29803,0.41243,0.19098,-0.27407,-0.06713,0.01197,0.13286,0.25820,0.06913,0.04879,-0.98388,-0.14792,-0.57562,0.27890,-0.40053,-0.70364,-0.32087,0.18380,0.02908,0.62298,-0.11676,-0.61620,-0.28080,0.05534,-0.07206,0.17123,-0.38110,-0.47115,0.77511,-0.00606,-0.27689,0.88554,0.02549,-0.53456
-5.29295,1.54251,-0.22595,1.11125,-2.64008,1.67456,2.23220,3.18935,-1.56553,-0.59997,1.71515,-0.16591,0.49703,0.86193,0.96563,0.94791,1.10494,-0.64674,-0.10121,-0.42005,-0.74414,-0.69953,-1.10322,-0.67513,-0.79336,-1.18672,0.85739,0.16080,-0.46298,-0.54452,0.13814,-0.15459,-0.50338,0.51562,-0.00554,0.17438,-0.59275,0.13154,0.10842,0.53005,0.65874,1.11278,0.12007,-0.46674,-0.55162,-1.37194,0.32160,0.07250,0.32849,0.56718,0.84478,-0.64157,-0.23781,-0.22150,0.09418,-0.28017,0.42523,0.04321,0.47996,0.12824,0.24271,-0.74308,0.01774,-0.01304,0.23322,0.17822
-4.25358,-11.32775,-0.09186,-0.22042,-1.40745,0.82846,-1.17080,0.39594,-0.18931,-0.11223,-1.23687,0.49526,0.73657,-0.08554,0.11083,-1.43184,0.64056,-0.68398,0.07485,-0.35561,0.18550,-0.25911,-0.40756,0.36226,0.51827,0.04907,-0.24690,1.15146,-0.69570,-0.38842,0.16190,-0.23671,-0.21558,1.03773,0.19332,-0.86849,0.27299,0.03871,-0.44274,0.48832,0.06092,-0.16501,-0.15491,-0.17503,0.11740,-0.67995,-0.06447,0.28154,-0.44311,-0.20485,0.09942,0.06110,-0.04814,-0.43111,0.39114,0.02141,0.59949,-0.19624,0.06131,0.44761,0.09179,0.53311,0.33576,0.14428,-0.31260,-0.55187
-3.96201,3.29387,-3.65287,3.55349,-2.78563,1.81546,-1.15209,1.14084,-1.09552,-1.02414,-0.34990,0.62636,0.69724,0.01667,-0.47210,-0.71122,0.48852,0.74090,0.26396,1.16179,0.70006,-0.87821,0.08081,-0.59362,0.73416,-0.23878,0.22245,1.02378,-0.37217,0.09302,0.51120,-1.14442,0.77180,-0.59275,0.21342,-0.62373,0.34597,0.19622,0.34377,0.86856,-0.65769,-0.72942,-0.69021,0.37774,0.29810,0.26430,-1.17423,-0.64682,0.15479,-0.00314,0.34871,0.50323,-1.41834,-0.78719,-0.27474,0.24913,-0.01932,0.36365,0.35960,-0.10811,0.73737,-0.20179,-0.33374,0.74942,0.31090,0.34693
-5.20404,-6.64741,0.62271,0.39974,-1.34131,1.09000,-1.26171,1.76018,-0.02058,1.12339,-1.60543,2.06868,0.76754,-0.54119,0.23741,-1.35547,1.09815,-1.02415,1.25968,-1.28791,-0.54532,-0.03150,-0.07204,-0.61782,2.13564,-0.36329,-0.95704,1.04592,0.12535,-1.03345,0.81345,-0.28495,-1.11809,0.99006,0.67725,0.09305,-0.13965,0.06010,-0.52740,-0.08854,-0.05819,0.00568,-0.14981,0.38498,0.52003,-1.29744,0.57962,0.40966,-0.97685,0.18566,0.00191,0.71810,0.71395,-0.12467,-0.13868,0.05409,-0.05530,0.20102,-0.61297,0.57184,0.51461,0.54252,0.57155,-0.10419,-1.07945,0.23612
-6.13196,0.07341,3.70140,1.92851,-2.00564,1.15984,0.32271,1.82765,-0.01741,-1.03169,0.13186,0.27941,0.35904,1.00900,0.73630,0.07649,-1.11727,-0.05573,-0.85373,1.28192,0.12976,-0.24866,-0.35076,0.48969,-0.55813,0.66902,-0.62016,-0.31452,0.81470,-0.04492,-0.31262,-0.38642,0.09900,0.48127,0.05886,-1.08931,0.25013,-0.75870,-0.24924,-0.43314,0.03074,-0.22461,-0.03567,-0.13472,-0.69881,0.09683,0.20608,-0.19299,-0.02759,-0.15635,-0.00056,-0.18476,0.19657,0.22324,0.49835,-0.42180,0.61776,-0.40908,0.11500,-0.45031,0.36230,-0.61429,0.09443,-0.12472,0.09306,0.14426
-5.62324,-3.79844,-1.50694,0.68233,-4.07911,0.40499,0.62764,1.48441,-1.67140,-1.74512,0.98332,1.32492,-0.04019,0.25843,0.85844,0.04234,-0.61829,-0.07811,-0.07842,-0.21310,-0.28435,-0.85612,-0.19770,-0.68412,-1.29326,-0.25724,0.51646,1.09776,0.15911,0.79193,-0.65314,-0.17490,0.20641,0.22748,0.15441,-0.41581,-0.37087,0.41839,0.04812,-0.28073,0.02135,0.14398,0.71562,-0.74317,0.03224,-0.02500,0.00281,-0.52568,0.64228,-0.22171,0.09010,-0.71586,-0.19297,0.14896,-0.03849,0.09358,0.77161,-0.08497,-0.19041,-0.33107,-0.10695,-0.01323,-0.48802,0.42295,-0.15537,-0.24842
-7.00389,-1.67289,2.23571,3.69580,-2.51450,1.80209,-0.82539,1.12489,0.42821,-1.52881,0.25976,1.47758,-0.22077,1.09945,0.30692,-0.81908,-0.71503,0.52291,-0.93773,1.13968,-0.27468,-1.06946,-0.38066,-0.33531,-0.32364,-0.30879,-0.02454,0.07656,1.51984,0.53352,-0.06102,-0.58179,-0.41127,0.01625,0.34414,-0.91162,0.35804,-0.54242,-0.66546,0.27492,-0.35289,-0.19323,-0.11821,0.23224,-0.35946,0.50925,-0.62500,-0.41282,0.28486,-0.15232,-0.16058,-0.33120,0.15217,0.74327,0.67145,0.14639,-0.31308,0.25512,0.97430,0.46526,-0.59717,0.08573,-0.05418,0.62055,-0.32666,0.06352
-1.96154,2.09435,-5.65661,2.51673,-1.32411,2.46119,-1.54641,1.71440,-1.10369,-2.12084,-0.69133,0.17503,1.17832,-0.68972,-1.32123,0.28956,1.53486,0.99182,0.64809,1.94095,0.28307,-1.14081,0.11435,0.16020,0.20847,0.20697,-1.03904,0.35070,-1.32350,0.92266,0.69187,-0.42195,-0.42364,0.34957,0.13367,0.27400,-0.14477,-0.20990,0.40225,-0.35522,0.26641,0.15183,-0.68465,-0.03820,-1.21711,0.84983,0.03236,-0.98509,-0.21864,-0.40835,-0.26631,-0.16380,1.21008,-0.38188,-0.28948,-0.76922,-0.35706,0.37178,-0.78953,0.14221,-0.07670,0.13243,-0.25997,0.17032,-0.00240,-0.32164
