0.00989,7.18705,6.82312,0.48904
0.01019,10.59615,6.91675,0.46547
0.00746,11.07879,7.14357,0.43489
0.01160,7.17969,6.59758,0.53450
0.00930,12.47059,6.84107,0.43021
0.00954,7.23077,6.81365,0.53024
0.01361,29.28777,6.62681,0.52820
0.01073,13.62992,6.69928,0.45324
0.00889,9.63448,6.90743,0.46892
0.01073,10.26994,6.79246,0.51314
0.01092,7.78571,6.66297,0.55032
0.00819,9.14508,7.16230,0.51176
0.00831,8.69474,7.09199,0.48784
0.00777,11.59777,7.16050,0.48367
0.01934,6.09278,6.25367,0.55220
0.01242,8.57333,6.85392,0.56506
0.01118,4.98551,6.83717,0.55582
0.01520,6.15873,6.58715,0.59075
0.01273,7.16489,6.63909,0.58420
0.01707,3.82743,6.63692,0.60753
0.01227,21.98496,6.62918,0.45511
0.01100,17.15385,6.71848,0.46807
0.01004,37.68027,6.89245,0.42380
0.00967,25.62406,6.82773,0.40636
0.01022,27.07576,6.74508,0.42273
0.00863,41.05479,6.96548,0.41878
0.00970,20.85897,6.89990,0.42727
0.01252,15.04255,6.60420,0.45936
0.00947,31.05755,6.87171,0.39069
0.00922,44.04730,6.90969,0.44302
0.01110,9.63721,6.90309,0.51705
0.00987,17.56395,7.02630,0.47438
0.00835,8.83648,7.06210,0.50450
0.00714,14.09091,7.28840,0.47547
0.00913,20.10127,6.91758,0.46574
0.01825,9.00976,6.51277,0.56506
0.00886,13.79532,7.01864,0.47950
0.01220,26.01571,6.77003,0.52596
0.01227,17.96988,6.65207,0.52771
0.01073,25.05670,6.89595,0.54315
0.00745,14.06452,7.12932,0.39223
0.00823,10.21605,7.02957,0.46595
0.00765,8.84524,7.11401,0.48155
0.00783,17.89809,7.08118,0.44706
0.00768,27.59603,7.07946,0.42235
0.00571,16.06452,7.52192,0.41440
0.01827,6.78601,6.59022,0.65867
0.01001,6.93750,6.94092,0.47056
0.00827,18.75714,6.98103,0.44013
0.00794,63.33742,7.09407,0.42202
0.00990,27.31405,6.76386,0.40417
0.01095,41.35052,6.53806,0.38909
0.00998,51.44094,6.76227,0.37549
0.00822,46.74809,6.95709,0.36934
0.00881,64.95041,6.85275,0.38964
0.01084,71.42857,6.61530,0.34680
0.00806,86.93571,7.00961,0.34328
0.01154,68.38298,6.46948,0.35338
0.01175,33.63208,6.49438,0.42823
0.01273,61.17476,6.42674,0.45749
0.00672,17.06011,7.29980,0.39708
0.00809,12.00633,7.04894,0.46096
0.00673,28.01523,7.32246,0.37847
0.00838,15.82692,6.99367,0.39501
0.00854,12.63014,6.96031,0.42828
0.00744,17.73214,7.16613,0.38106
0.00715,8.04348,7.23541,0.46380
0.00661,16.18182,7.31826,0.39367
0.00833,15.75316,7.01885,0.46222
0.00658,10.70879,7.32367,0.48294
0.00867,27.62500,6.89062,0.32325
0.00746,25.17241,7.17272,0.45524
0.00853,57.31690,6.94725,0.36616
0.00986,17.28467,6.77493,0.42809
0.00984,24.61111,6.79649,0.43431
0.01048,13.04918,6.69504,0.43427
0.00762,11.75000,7.17696,0.42816
0.00922,16.09375,6.91084,0.45391
0.00875,22.51701,6.93937,0.36015
0.00781,15.03659,7.09225,0.42636
0.00796,24.63571,7.02389,0.44755
0.00767,20.88961,7.09305,0.39843
0.00712,18.90960,7.24439,0.41881
0.00783,19.94152,7.12391,0.45977
0.00830,38.14184,6.98700,0.40356
0.00841,21.06329,7.01574,0.44199
0.00801,20.08929,7.08414,0.43133
0.00883,52.10559,6.99856,0.43579
0.00739,23.08025,7.15001,0.42952
0.00941,8.53279,7.18111,0.58209
0.01345,14.20225,6.73409,0.52798
0.00888,19.17582,7.02027,0.46236
0.00776,13.19898,7.25414,0.45210
0.01029,10.53247,6.80325,0.49914
0.00838,17.21512,7.07816,0.46782
0.00920,9.95431,6.98424,0.49677
0.01926,12.26519,6.59742,0.54090
0.00839,11.41808,7.05507,0.48170
0.01793,11.04762,6.36856,0.57799
0.01428,6.65591,6.60891,0.55520
0.00717,27.94475,7.24570,0.47351
0.00798,13.36301,7.03397,0.44721
0.00739,20.28758,7.13481,0.38778
0.00741,5.71809,7.25129,0.51851
0.00794,5.03448,7.18753,0.52693
0.00784,42.95775,7.03707,0.41533
0.00783,6.76404,7.14840,0.53890
0.00846,7.47191,7.07138,0.54800
0.00878,4.84431,6.97945,0.55247
0.00723,14.98810,7.19285,0.44138
0.00849,14.07639,6.96500,0.46005
0.00704,20.60227,7.25767,0.43784
0.00799,19.43312,7.06364,0.46129
0.00702,18.23030,7.21629,0.35721
0.01675,21.06286,6.56148,0.56778
0.01075,22.57377,6.67246,0.41694
0.01673,41.26966,6.57287,0.54379
0.01260,14.96732,6.69824,0.52491
0.01189,13.85475,6.76842,0.52382
0.00671,18.98295,7.28469,0.42087
0.00698,6.96135,7.32567,0.50811
0.00641,14.97170,7.40467,0.48404
0.00865,6.74302,7.02424,0.51394
0.00820,7.76875,7.02499,0.44729
0.00702,15.57542,7.24770,0.45229
0.00702,12.55191,7.25876,0.43495
0.00688,13.36022,7.28779,0.44189
0.00774,10.63905,7.10792,0.45649
0.00837,6.84706,7.05645,0.46819
0.00732,8.86885,7.22598,0.45721
0.00765,43.61438,7.10373,0.38880
0.00826,20.63636,6.95349,0.36100
0.00861,17.07971,6.92914,0.39003
0.00833,25.57554,6.96067,0.34035
0.00876,35.60000,6.89348,0.35313
0.00970,154.73684,6.72763,0.34594
0.00958,27.59350,6.76365,0.39331
0.00805,22.18462,6.97621,0.33800
0.00936,32.50394,6.83120,0.40383
0.00807,64.96575,7.01174,0.33529
0.00811,9.39823,7.22764,0.51371
0.01100,3.32432,6.94834,0.62700
0.00692,4.54872,7.29828,0.57071
0.00812,6.88412,7.19432,0.57570
0.00778,2.82160,7.28276,0.57767
0.00771,3.94931,7.23557,0.55995
0.00720,4.52752,7.30133,0.55465
0.01059,3.42609,6.97065,0.61245
0.01188,11.17840,6.87913,0.53312
0.01557,2.77830,6.59986,0.63882
0.00664,12.93970,7.34137,0.43146
0.00878,4.27885,7.04937,0.51500
0.00613,6.48430,7.47346,0.50555
0.00840,11.20741,6.95271,0.43417
0.00719,15.27500,7.17971,0.40609
0.00653,8.60811,7.39564,0.46485
0.00745,11.05473,7.21549,0.41679
0.00730,8.28191,7.20874,0.44967
0.00764,27.05333,7.09045,0.40614
0.00795,12.88757,7.09609,0.45331
0.01047,14.34375,6.80794,0.50637
0.00678,7.22709,7.44404,0.51062
0.00993,7.63924,6.83622,0.55306
0.00789,7.57426,7.19037,0.49916
0.01030,3.09402,7.01958,0.66373
0.00846,11.59322,7.08896,0.49071
0.01322,11.73529,6.72746,0.53215
0.01451,7.16279,6.84235,0.62143
0.01035,6.70552,6.88075,0.52584
0.01077,11.60920,6.83649,0.50875
0.00882,17.58242,7.06947,0.44094
0.00968,10.12865,6.98060,0.51327
0.00824,15.54902,7.02036,0.43566
0.01467,4.71733,6.81661,0.78077
0.01654,3.94196,6.71899,0.78433
0.00789,33.70000,7.09056,0.43201
0.01255,12.63636,6.79740,0.47924
0.01338,2.79439,6.93070,0.72505
0.00966,30.89041,6.87226,0.38644
0.01290,6.75466,6.95479,0.68809
0.00715,24.99359,7.17800,0.38390
0.00918,15.68571,6.87914,0.39785
0.00807,23.16783,7.01473,0.38019
0.01125,24.13636,6.67228,0.43753
0.00807,67.62092,7.03023,0.38884
0.00745,30.71519,7.15021,0.39826
0.00816,33.89726,7.02363,0.40268
0.00851,31.93103,6.97119,0.40383
0.00844,21.12000,6.97875,0.43482
0.00880,40.66897,6.92981,0.37786
0.00995,39.63717,6.69629,0.37245
0.00954,43.39474,6.74517,0.32111
0.00916,13.27083,6.89555,0.44430
0.00899,28.73846,6.85314,0.38370
0.00867,38.25620,6.86928,0.38014
0.01005,32.96610,6.70675,0.38631
0.00887,54.71654,6.87250,0.39243
0.00979,6.41600,6.75175,0.50207
0.01020,50.33929,6.67561,0.33066
0.00999,36.67424,6.75451,0.39908
0.00889,8.25893,7.11916,0.47413
0.00792,8.14667,7.29470,0.50719
0.01754,7.38496,6.59811,0.50036
0.01041,19.83673,6.77610,0.44086
0.01136,9.62595,6.63744,0.42781
0.00863,17.69718,6.95070,0.43193
0.00921,9.75978,7.01047,0.46232
0.02047,8.89912,6.46337,0.58652
0.04397,3.95624,5.80604,0.73867
0.00944,5.85714,6.92039,0.49872
0.00818,9.65244,7.08765,0.44955
0.00665,8.69355,7.30929,0.45977
0.01041,7.19556,7.11512,0.50760
0.00894,8.34197,7.06376,0.45723
0.01046,7.89641,7.11304,0.57477
0.00868,8.34161,7.00872,0.50496
0.00789,7.76733,7.23157,0.45944
0.00746,7.69832,7.18340,0.45656
0.00952,13.43421,6.85964,0.45885
0.00833,17.16901,6.98419,0.45341
0.00766,15.41250,7.11249,0.44551
0.00957,135.46825,6.77093,0.36683
0.00810,22.20833,7.01190,0.37400
0.00876,58.71324,6.91460,0.37164
0.01008,55.18033,6.73402,0.41472
0.00887,15.32886,6.92209,0.41725
0.00871,5.49333,6.96542,0.54160
0.00885,9.29870,6.96318,0.46434
0.00846,8.50286,7.04762,0.52400
0.00883,25.73109,6.84440,0.35335
0.00961,42.79528,6.78782,0.41614
0.00933,22.38739,6.75838,0.34961
0.00908,35.30714,6.92389,0.36395
0.00774,22.23239,7.05116,0.38328
0.00876,29.66917,6.88987,0.40696
0.00861,43.09630,6.92308,0.34401
0.01020,29.30357,6.67561,0.41405
0.00872,31.57576,6.90231,0.35532
0.00794,28.15862,7.03677,0.36267
0.00996,20.73950,6.72041,0.36239
0.00666,11.24064,7.31422,0.45260
0.00709,8.57143,7.25916,0.46129
0.00723,17.71271,7.22631,0.46800
0.00678,8.81771,7.33955,0.45167
0.00873,22.75352,6.91908,0.40688
0.00804,25.16892,7.02026,0.40557
0.00702,20.12571,7.22975,0.42967
0.00907,24.00775,6.84068,0.35746
0.00769,18.55479,7.06654,0.42580
0.00702,8.79167,7.22116,0.40421
0.00840,18.53077,6.93006,0.39119
0.01026,23.64602,6.67191,0.38143
0.00932,39.62602,6.80630,0.33795
0.01172,27.03876,6.68662,0.42661
0.00861,29.14074,6.94348,0.39805
0.00784,24.30986,7.04584,0.34114
0.00898,40.77857,6.94096,0.36765
0.00743,76.61074,7.11179,0.31504
0.00911,56.19355,6.82516,0.35290
0.00966,35.75000,6.73729,0.31990
0.00797,21.85455,7.08136,0.43831
0.02061,30.88060,6.43472,0.49839
0.00791,7.96685,7.12540,0.52341
0.00753,9.93939,7.12390,0.50454
0.00908,12.78431,7.03640,0.49793
0.00797,25.90977,6.99513,0.42880
0.00875,17.65306,6.93937,0.44929
0.01091,18.84962,6.69040,0.48300
0.00755,11.01026,7.22900,0.47113
0.01067,13.90361,6.84323,0.51797
0.01202,16.41463,6.85603,0.55861
0.00699,14.74346,7.26843,0.45984
0.00815,7.08602,7.11432,0.49849
0.00698,12.65405,7.25968,0.45288
0.00764,6.68539,7.14416,0.48334
0.00814,25.56522,7.06067,0.37351
0.00776,19.81457,7.07447,0.38068
0.00678,10.04918,7.29567,0.44981
0.00798,21.22872,7.13233,0.45892
0.00815,52.88591,7.02112,0.40893
0.01091,35.24812,6.68303,0.35614
0.01107,167.18750,6.52246,0.23366
0.01083,53.71667,6.66098,0.35709
0.01057,99.56863,6.59399,0.30519
0.01053,97.38947,6.56986,0.29790
0.01125,166.55102,6.51267,0.31877
0.00941,59.16393,6.79340,0.36999
0.01145,187.81720,6.47464,0.29571
0.01234,111.40945,6.64883,0.32506
0.01209,40.87387,6.51054,0.36700
0.01161,8.37419,6.65758,0.57155
0.00654,24.38889,7.32791,0.42457
0.00833,6.46448,7.06204,0.51374
0.01051,15.40278,6.79580,0.49169
0.00716,15.78889,7.23902,0.46277
0.01367,8.75159,6.58998,0.50553
0.00835,10.41509,7.00933,0.46057
0.00859,6.88136,7.08413,0.48165
0.01142,10.22772,6.84125,0.57249
0.00913,14.29825,6.99982,0.49903
0.00734,11.82741,7.22094,0.45614
0.00742,5.71958,7.19307,0.49479
0.00719,8.18687,7.25047,0.47742
0.00604,7.84541,7.44829,0.44269
0.00668,19.65060,7.26661,0.38958
0.01253,13.20245,6.77960,0.49381
0.00706,15.79503,7.19427,0.45418
0.00652,13.19653,7.31466,0.40761
0.00694,8.92529,7.24320,0.48293
0.00746,10.62069,7.20663,0.45755
0.01180,9.81457,6.82512,0.49735
0.01233,4.76471,6.77175,0.54346
0.01129,8.47143,6.88475,0.56148
0.00805,6.67811,7.29646,0.54154
0.01069,8.63021,6.84020,0.56113
0.00833,8.13415,7.04646,0.43334
0.00946,5.06573,7.00042,0.54262
0.00717,17.31977,7.22266,0.41915
0.00938,7.98222,7.02406,0.50881
0.00927,9.13527,7.04480,0.54394
